establishment_type,severity,inspection_date
Restaurant,S - Significant,2023-03-07
Restaurant,S - Significant,2023-03-07
Restaurant,S - Significant,2023-07-13
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-28
Restaurant,C - Crucial,2023-07-28
Restaurant,S - Significant,2022-07-22
Restaurant,C - Crucial,2022-07-22
Restaurant,S - Significant,2023-05-26
Food Processing Plant,S - Significant,2022-10-05
Restaurant,S - Significant,2023-04-26
Restaurant,S - Significant,2022-04-01
Restaurant,C - Crucial,2022-04-01
Restaurant,S - Significant,2022-04-01
Restaurant,S - Significant,2022-08-10
Restaurant,C - Crucial,2022-08-10
Restaurant,S - Significant,2023-09-22
Restaurant,C - Crucial,2023-09-22
Food Take Out,S - Significant,2023-07-19
Food Take Out,S - Significant,2023-12-20
Restaurant,S - Significant,2022-11-07
Restaurant,S - Significant,2023-09-19
Food Take Out,S - Significant,2022-06-21
Food Take Out,S - Significant,2022-06-21
Food Take Out,S - Significant,2022-06-21
Restaurant,S - Significant,2023-03-07
Child Care - Catered,S - Significant,2023-01-13
Restaurant,S - Significant,2023-05-25
Restaurant,S - Significant,2023-04-13
Restaurant,S - Significant,2023-04-13
Restaurant,S - Significant,2023-06-09
Restaurant,S - Significant,2023-11-21
Restaurant,S - Significant,2023-11-21
Restaurant,S - Significant,2023-11-21
Restaurant,S - Significant,2023-10-18
Restaurant,S - Significant,2023-06-29
Restaurant,C - Crucial,2023-10-04
Restaurant,S - Significant,2023-10-04
Restaurant,S - Significant,2023-10-04
Restaurant,S - Significant,2023-10-04
Cafeteria - Public Access,C - Crucial,2022-09-09
Cafeteria - Public Access,S - Significant,2022-09-09
Restaurant,S - Significant,2023-05-24
Restaurant,S - Significant,2023-05-24
Restaurant,C - Crucial,2023-05-24
Restaurant,S - Significant,2023-08-11
Food Take Out,S - Significant,2022-01-25
Food Take Out,S - Significant,2022-01-25
Food Take Out,S - Significant,2023-01-16
Food Take Out,S - Significant,2023-01-16
Food Take Out,S - Significant,2023-01-16
Food Take Out,S - Significant,2023-05-30
Food Take Out,S - Significant,2023-10-17
Food Take Out,S - Significant,2023-10-17
Serving Kitchen,S - Significant,2022-08-22
Serving Kitchen,S - Significant,2023-05-12
Serving Kitchen,S - Significant,2023-09-29
Serving Kitchen,S - Significant,2023-09-29
Serving Kitchen,S - Significant,2023-09-29
Restaurant,S - Significant,2023-10-16
Food Take Out,S - Significant,2022-12-13
Food Take Out,S - Significant,2022-12-13
Food Take Out,S - Significant,2023-07-07
Food Take Out,S - Significant,2023-07-07
Food Take Out,S - Significant,2024-01-03
Food Take Out,S - Significant,2023-08-09
Food Take Out,S - Significant,2023-08-09
Cafeteria - Private Access,C - Crucial,2022-10-12
Food Store (Convenience/Variety),S - Significant,2023-01-06
Restaurant,S - Significant,2022-10-12
Restaurant,S - Significant,2023-06-30
Child Care - Catered,S - Significant,2022-03-09
Private Club,S - Significant,2022-08-11
Restaurant,S - Significant,2023-10-30
Restaurant,S - Significant,2023-01-03
Restaurant,S - Significant,2023-01-03
Restaurant,S - Significant,2023-01-03
Restaurant,S - Significant,2023-01-03
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-05
Restaurant,S - Significant,2023-03-29
Restaurant,S - Significant,2023-03-29
Restaurant,S - Significant,2023-03-29
Restaurant,C - Crucial,2023-03-29
Restaurant,S - Significant,2022-08-03
Restaurant,C - Crucial,2022-08-03
Restaurant,S - Significant,2023-03-22
Restaurant,S - Significant,2023-03-22
Restaurant,S - Significant,2023-10-24
Restaurant,C - Crucial,2023-10-24
Restaurant,C - Crucial,2022-08-24
Restaurant,S - Significant,2022-08-24
Restaurant,S - Significant,2022-08-24
Restaurant,C - Crucial,2023-07-18
Restaurant,S - Significant,2022-06-27
Restaurant,S - Significant,2023-08-31
Restaurant,S - Significant,2022-01-26
Restaurant,S - Significant,2023-02-06
Restaurant,S - Significant,2023-10-31
Restaurant,S - Significant,2022-11-23
Restaurant,S - Significant,2022-05-18
Restaurant,S - Significant,2022-04-29
Restaurant,S - Significant,2023-05-10
Restaurant,S - Significant,2023-05-10
Restaurant,S - Significant,2023-05-10
Restaurant,S - Significant,2023-09-25
Restaurant,S - Significant,2023-09-11
Restaurant,S - Significant,2022-08-15
Restaurant,S - Significant,2022-08-15
Restaurant,S - Significant,2023-06-27
Restaurant,S - Significant,2023-06-27
Restaurant,S - Significant,2022-08-10
Restaurant,S - Significant,2023-01-10
Restaurant,S - Significant,2023-09-18
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2023-02-14
Restaurant,S - Significant,2023-07-12
Restaurant,S - Significant,2023-11-21
Restaurant,S - Significant,2023-11-21
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-01-25
Restaurant,S - Significant,2022-06-30
Restaurant,C - Crucial,2022-06-30
Restaurant,S - Significant,2022-06-30
Restaurant,S - Significant,2022-06-30
Restaurant,S - Significant,2023-05-18
Restaurant,S - Significant,2023-08-15
Restaurant,S - Significant,2023-08-15
Restaurant,S - Significant,2023-08-15
Restaurant,S - Significant,2023-11-23
Restaurant,S - Significant,2023-11-23
Restaurant,S - Significant,2022-10-11
Restaurant,S - Significant,2022-10-11
Restaurant,S - Significant,2022-10-11
Restaurant,S - Significant,2023-03-24
Restaurant,S - Significant,2023-07-27
Restaurant,S - Significant,2023-07-27
Restaurant,S - Significant,2023-07-27
Restaurant,C - Crucial,2023-08-01
Restaurant,S - Significant,2023-08-01
Restaurant,C - Crucial,2022-08-08
Restaurant,S - Significant,2022-08-08
Restaurant,S - Significant,2022-08-08
Restaurant,C - Crucial,2022-12-19
Restaurant,S - Significant,2022-12-19
Community Kitchen (Meal Program),S - Significant,2023-05-16
Commissary,S - Significant,2022-09-09
Commissary,S - Significant,2022-09-09
Restaurant,S - Significant,2022-05-12
Supermarket,S - Significant,2023-07-20
Bakery,S - Significant,2022-10-12
Food Take Out,S - Significant,2022-03-01
Food Take Out,S - Significant,2023-02-08
Food Take Out,S - Significant,2023-06-15
Food Take Out,S - Significant,2023-10-16
Food Take Out,S - Significant,2023-10-16
Food Caterer,S - Significant,2023-12-20
Food Court Vendor,C - Crucial,2022-07-27
Food Court Vendor,S - Significant,2022-07-27
Food Court Vendor,C - Crucial,2022-07-27
Food Court Vendor,C - Crucial,2023-10-25
Food Court Vendor,S - Significant,2023-10-25
Supermarket,S - Significant,2024-01-08
Supermarket,S - Significant,2024-01-08
Restaurant,S - Significant,2022-03-30
Restaurant,S - Significant,2022-07-07
Restaurant,S - Significant,2022-07-07
Restaurant,S - Significant,2022-11-23
Restaurant,S - Significant,2023-06-21
Restaurant,C - Crucial,2023-06-21
Restaurant,C - Crucial,2023-06-21
Restaurant,S - Significant,2023-06-21
Restaurant,S - Significant,2023-12-04
Butcher Shop,S - Significant,2023-12-06
Butcher Shop,S - Significant,2023-12-06
Supermarket,S - Significant,2022-04-22
Supermarket,S - Significant,2022-04-22
Supermarket,C - Crucial,2023-06-23
Supermarket,S - Significant,2023-06-23
Supermarket,S - Significant,2023-06-23
Restaurant,S - Significant,2023-08-21
Food Court Vendor,S - Significant,2022-08-10
Restaurant,S - Significant,2022-06-20
Restaurant,S - Significant,2022-06-20
Restaurant,S - Significant,2022-06-20
Restaurant,S - Significant,2023-01-27
Restaurant,S - Significant,2023-01-27
Food Court Vendor,C - Crucial,2022-06-10
Food Court Vendor,S - Significant,2022-06-10
Food Take Out,C - Crucial,2022-06-13
Food Take Out,S - Significant,2022-06-13
Food Court Vendor,C - Crucial,2022-04-20
Food Court Vendor,S - Significant,2022-04-20
Food Court Vendor,S - Significant,2023-06-08
Food Court Vendor,S - Significant,2023-10-04
Restaurant,S - Significant,2022-09-19
Restaurant,S - Significant,2023-08-17
Restaurant,S - Significant,2023-11-16
Restaurant,S - Significant,2023-08-14
Restaurant,S - Significant,2023-08-14
Restaurant,S - Significant,2023-08-14
Food Store (Convenience/Variety),S - Significant,2022-11-02
Food Take Out,S - Significant,2023-04-11
Food Take Out,S - Significant,2023-05-30
Cocktail Bar / Beverage Room,S - Significant,2022-09-30
Cocktail Bar / Beverage Room,S - Significant,2023-03-07
Food Take Out,S - Significant,2022-09-30
Food Take Out,S - Significant,2022-09-30
Food Take Out,S - Significant,2023-05-30
Restaurant,S - Significant,2023-07-05
Food Store (Convenience/Variety),C - Crucial,2023-02-03
Food Store (Convenience/Variety),S - Significant,2023-02-03
Restaurant,S - Significant,2023-08-17
Food Store (Convenience/Variety),S - Significant,2023-10-06
Food Store (Convenience/Variety),S - Significant,2023-10-06
Restaurant,S - Significant,2022-09-28
Restaurant,S - Significant,2022-09-28
Restaurant,S - Significant,2022-09-28
Restaurant,S - Significant,2023-03-23
Bakery,S - Significant,2023-06-30
Food Vending Facility,S - Significant,2022-10-31
Food Vending Facility,S - Significant,2024-01-02
Food Vending Facility,S - Significant,2024-01-02
Food Vending Facility,S - Significant,2024-01-02
Restaurant,S - Significant,2022-08-23
Restaurant,S - Significant,2023-07-17
Restaurant,S - Significant,2022-10-12
Restaurant,S - Significant,2022-10-17
Food Court Vendor,S - Significant,2023-04-20
Food Court Vendor,S - Significant,2023-04-20
Food Court Vendor,C - Crucial,2023-04-20
Restaurant,C - Crucial,2023-11-10
Restaurant,S - Significant,2023-11-10
Restaurant,S - Significant,2023-11-10
Restaurant,S - Significant,2023-10-27
Restaurant,S - Significant,2023-10-27
Restaurant,S - Significant,2022-04-05
Restaurant,S - Significant,2023-01-27
Restaurant,S - Significant,2023-07-26
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2022-07-15
Restaurant,S - Significant,2023-02-24
Restaurant,S - Significant,2023-06-20
Food Store (Convenience/Variety),S - Significant,2022-11-22
Food Court Vendor,S - Significant,2023-06-21
Restaurant,S - Significant,2022-11-18
Food Caterer,S - Significant,2022-11-07
Supermarket,S - Significant,2022-02-01
Supermarket,S - Significant,2022-02-01
Supermarket,S - Significant,2023-04-06
Supermarket,S - Significant,2023-07-21
Supermarket,S - Significant,2023-07-21
Restaurant,S - Significant,2023-04-26
Restaurant,S - Significant,2023-10-17
Fish Shop,S - Significant,2022-07-21
Fish Shop,S - Significant,2023-01-20
Fish Shop,S - Significant,2023-01-20
Restaurant,S - Significant,2023-11-01
Restaurant,S - Significant,2023-04-28
Ice Cream / Yogurt Vendors,S - Significant,2022-02-04
Ice Cream / Yogurt Vendors,S - Significant,2023-07-17
Ice Cream / Yogurt Vendors,S - Significant,2023-07-17
Restaurant,S - Significant,2023-05-19
Restaurant,S - Significant,2023-10-04
Restaurant,S - Significant,2022-04-21
Restaurant,S - Significant,2022-04-21
Restaurant,S - Significant,2023-04-13
Restaurant,S - Significant,2023-04-13
Restaurant,S - Significant,2023-11-27
Restaurant,S - Significant,2023-11-27
Restaurant,S - Significant,2022-09-09
Restaurant,S - Significant,2023-08-16
Food Take Out,C - Crucial,2024-01-11
Food Take Out,C - Crucial,2024-01-11
Food Take Out,S - Significant,2024-01-11
Food Take Out,S - Significant,2024-01-11
Food Take Out,S - Significant,2024-01-11
Restaurant,S - Significant,2023-06-02
Food Take Out,S - Significant,2023-03-03
Food Take Out,S - Significant,2023-11-03
Restaurant,S - Significant,2022-03-22
Restaurant,S - Significant,2023-10-11
Restaurant,S - Significant,2022-11-24
Restaurant,S - Significant,2023-12-21
Supermarket,C - Crucial,2022-09-15
Supermarket,S - Significant,2022-09-15
Supermarket,S - Significant,2022-09-15
Supermarket,S - Significant,2023-10-19
Supermarket,S - Significant,2023-10-19
Child Care - Food Preparation,S - Significant,2024-01-15
Child Care - Food Preparation,S - Significant,2024-01-15
Supermarket,S - Significant,2023-06-27
Supermarket,S - Significant,2022-11-16
Supermarket,S - Significant,2022-11-16
Supermarket,S - Significant,2023-02-15
Boarding / Lodging Home - Kitchen,S - Significant,2022-10-31
Boarding / Lodging Home - Kitchen,S - Significant,2022-10-31
Boarding / Lodging Home - Kitchen,S - Significant,2023-02-14
Boarding / Lodging Home - Kitchen,S - Significant,2023-02-14
Boarding / Lodging Home - Kitchen,C - Crucial,2023-02-14
Boarding / Lodging Home - Kitchen,S - Significant,2023-02-14
Restaurant,S - Significant,2024-01-16
Restaurant,S - Significant,2024-01-16
Restaurant,S - Significant,2024-01-16
Restaurant,S - Significant,2024-01-16
Restaurant,S - Significant,2022-08-02
Restaurant,S - Significant,2022-08-02
Restaurant,S - Significant,2022-08-02
Restaurant,S - Significant,2023-03-08
Restaurant,S - Significant,2023-03-08
Restaurant,S - Significant,2023-03-08
Restaurant,S - Significant,2023-03-08
Child Care - Catered,S - Significant,2022-09-08
Child Care - Catered,S - Significant,2023-09-07
Food Take Out,S - Significant,2022-11-17
Food Take Out,S - Significant,2022-12-15
Supermarket,S - Significant,2022-05-13
Supermarket,S - Significant,2023-02-22
Supermarket,S - Significant,2023-02-22
Supermarket,S - Significant,2023-08-22
Supermarket,S - Significant,2023-08-22
Supermarket,S - Significant,2023-08-22
Supermarket,S - Significant,2023-12-29
Supermarket,S - Significant,2023-12-29
Butcher Shop,S - Significant,2022-10-05
Restaurant,S - Significant,2022-05-18
Food Processing Plant,S - Significant,2023-05-11
Food Take Out,S - Significant,2022-06-01
Restaurant,S - Significant,2022-06-22
Restaurant,S - Significant,2022-06-22
Restaurant,C - Crucial,2022-06-22
Restaurant,C - Crucial,2022-06-22
Restaurant,S - Significant,2022-06-22
Restaurant,S - Significant,2022-06-22
Restaurant,C - Crucial,2022-06-22
Restaurant,S - Significant,2022-06-22
Food Caterer,S - Significant,2023-12-18
Food Caterer,S - Significant,2023-12-18
Rest Home,S - Significant,2023-09-13
Restaurant,C - Crucial,2022-10-19
Restaurant,S - Significant,2022-10-19
Restaurant,S - Significant,2022-10-19
Restaurant,S - Significant,2023-01-20
Food Take Out,S - Significant,2022-09-07
Supermarket,C - Crucial,2022-12-09
Supermarket,S - Significant,2022-12-09
Supermarket,S - Significant,2022-12-09
Restaurant,S - Significant,2022-11-09
Restaurant,S - Significant,2023-03-09
Restaurant,S - Significant,2022-09-23
Restaurant,S - Significant,2022-09-23
Restaurant,S - Significant,2022-09-23
Restaurant,S - Significant,2022-09-23
Restaurant,S - Significant,2023-01-11
Food Take Out,S - Significant,2022-10-11
Food Take Out,S - Significant,2022-10-11
Food Bank,S - Significant,2022-07-07
Food Bank,C - Crucial,2022-07-07
Restaurant,S - Significant,2022-08-24
Restaurant,C - Crucial,2022-08-24
Bakery,S - Significant,2023-09-12
Bakery,S - Significant,2023-11-23
Food Store (Convenience/Variety),S - Significant,2022-12-01
Food Store (Convenience/Variety),S - Significant,2022-12-01
Food Store (Convenience/Variety),C - Crucial,2022-12-01
Restaurant,S - Significant,2023-07-20
Food Take Out,S - Significant,2022-05-16
Food Take Out,S - Significant,2023-08-10
Food Take Out,S - Significant,2022-12-19
Food Take Out,C - Crucial,2023-02-14
Food Take Out,S - Significant,2023-02-14
Food Take Out,S - Significant,2023-02-14
Food Take Out,C - Crucial,2023-02-14
Food Take Out,S - Significant,2023-08-24
Food Take Out,S - Significant,2023-08-24
Food Take Out,S - Significant,2024-01-16
Food Take Out,S - Significant,2024-01-16
Food Take Out,S - Significant,2023-12-14
Banquet Facility,S - Significant,2023-11-03
Restaurant,S - Significant,2023-07-14
Cocktail Bar / Beverage Room,S - Significant,2023-11-15
Cocktail Bar / Beverage Room,S - Significant,2023-11-15
Bakery,S - Significant,2023-07-26
Restaurant,S - Significant,2023-02-15
Restaurant,S - Significant,2023-02-15
Restaurant,S - Significant,2023-09-05
Restaurant,S - Significant,2023-09-05
Restaurant,S - Significant,2022-07-21
Restaurant,S - Significant,2023-04-25
Restaurant,S - Significant,2022-03-15
Restaurant,S - Significant,2022-03-15
Restaurant,S - Significant,2022-03-15
Restaurant,S - Significant,2023-02-10
Restaurant,S - Significant,2023-02-10
Restaurant,S - Significant,2022-10-06
Restaurant,S - Significant,2023-03-13
Restaurant,C - Crucial,2023-06-27
Restaurant,S - Significant,2022-08-23
Restaurant,S - Significant,2022-12-19
Restaurant,S - Significant,2023-03-13
Restaurant,S - Significant,2022-06-24
Butcher Shop,S - Significant,2022-06-02
Butcher Shop,S - Significant,2022-06-02
Butcher Shop,C - Crucial,2023-04-20
Butcher Shop,S - Significant,2023-04-20
Butcher Shop,S - Significant,2023-04-20
Food Take Out,S - Significant,2023-10-24
Boarding / Lodging Home - Kitchen,S - Significant,2023-10-26
Restaurant,S - Significant,2022-07-12
Restaurant,S - Significant,2022-07-12
Restaurant,S - Significant,2022-07-12
Restaurant,S - Significant,2022-07-12
Restaurant,S - Significant,2023-09-27
Restaurant,S - Significant,2023-09-27
Restaurant,S - Significant,2023-10-04
